student_id,class_id,attendance_rate,participation_rate,correctness_rate,semantic_score,engagement_score,consistency_score,response_time,recent_activity_count,xp,level,badges_count,streak,weak_concepts_count,risk_label
stu_01408,class_020,16.69,33.1,74.28,93.22,42.45,67.79,25.41,7.0,1457.0,6.0,3.0,3.0,2.0,low
stu_01409,class_027,65.98,55.1,78.09,94.68,63.72,31.39,16.15,0.0,996.0,4.0,1.0,0.0,1.0,medium
stu_01410,class_040,0.0,32.34,25.61,17.16,21.91,82.62,75.62,1.0,682.0,3.0,1.0,1.0,6.0,high
stu_01411,class_003,52.71,59.92,89.72,80.09,60.15,15.78,41.9,0.0,1516.0,7.0,3.0,0.0,2.0,medium
stu_01412,class_029,86.68,88.5,78.63,77.15,87.3,76.07,32.59,11.0,1903.0,8.0,3.0,17.0,1.0,low
stu_01413,class_035,97.01,,95.33,98.46,85.19,49.64,31.46,0.0,2025.0,9.0,5.0,0.0,0.0,low
stu_01414,class_003,56.14,65.27,72.86,68.05,64.28,55.47,36.07,5.0,1159.0,5.0,2.0,4.0,3.0,medium
stu_01415,class_020,68.51,58.88,50.32,64.52,56.44,35.1,24.56,2.0,1257.0,6.0,1.0,1.0,1.0,medium
stu_01416,class_014,61.69,55.81,63.55,70.39,55.61,65.72,26.4,4.0,905.0,4.0,2.0,2.0,0.0,medium
stu_01417,class_018,44.76,5.81,58.01,48.93,36.62,40.93,28.38,2.0,124.0,1.0,0.0,2.0,5.0,high
stu_01418,class_001,54.44,51.35,85.36,89.35,58.78,39.89,22.23,7.0,1308.0,6.0,3.0,6.0,2.0,medium
stu_01419,class_018,72.44,56.87,23.96,18.06,52.05,65.49,22.37,2.0,1263.0,6.0,1.0,1.0,3.0,medium
stu_01420,class_035,90.85,63.58,59.18,69.71,69.85,28.72,10.57,3.0,0.0,6.0,1.0,3.0,5.0,high
stu_01421,class_015,50.16,90.73,42.85,40.06,62.78,62.76,27.58,7.0,1886.0,8.0,2.0,10.0,2.0,medium
stu_01422,class_006,56.18,54.89,66.66,74.79,56.83,56.05,61.36,7.0,1284.0,6.0,1.0,10.0,1.0,medium
stu_01423,class_025,75.93,85.53,81.24,79.34,78.51,67.68,33.6,10.0,1976.0,8.0,4.0,21.0,0.0,low
stu_01424,class_020,58.45,28.84,66.03,78.82,59.98,53.12,7.92,7.0,825.0,4.0,2.0,4.0,3.0,medium
stu_01425,class_026,86.53,78.39,94.84,100.0,88.72,93.04,37.02,12.0,1764.0,8.0,5.0,22.0,0.0,low
stu_01426,class_029,40.17,39.6,29.39,43.84,37.87,50.03,36.18,6.0,953.0,4.0,1.0,2.0,4.0,medium
stu_01427,class_006,93.91,71.65,74.79,64.73,86.15,82.52,33.19,17.0,1647.0,7.0,3.0,19.0,0.0,low
stu_01428,class_014,96.09,79.92,93.12,86.4,91.61,81.84,34.4,6.0,1669.0,7.0,4.0,9.0,0.0,low
stu_01429,class_023,64.26,88.66,92.35,81.07,79.09,100.0,16.35,14.0,2057.0,9.0,5.0,13.0,0.0,low
stu_01430,class_006,46.87,39.83,59.01,53.97,47.85,32.03,21.02,0.0,703.0,3.0,1.0,0.0,1.0,medium
stu_01431,class_026,60.11,36.56,32.56,32.28,40.3,5.19,118.57,0.0,681.0,3.0,1.0,0.0,4.0,high
stu_01432,class_018,91.84,70.23,92.96,86.46,85.03,66.22,28.42,7.0,1317.0,6.0,4.0,9.0,1.0,low
stu_01433,class_010,66.24,51.64,76.65,83.22,61.32,50.71,54.84,2.0,1027.0,5.0,1.0,3.0,4.0,medium
stu_01434,class_012,56.32,53.57,62.23,61.92,58.7,54.1,67.25,3.0,1056.0,5.0,2.0,0.0,3.0,medium
stu_01435,class_018,39.61,43.92,55.97,53.53,47.46,86.59,22.24,5.0,796.0,4.0,1.0,0.0,3.0,medium
stu_01436,class_023,90.94,85.18,81.52,93.37,91.86,79.43,23.25,11.0,0.0,7.0,4.0,9.0,0.0,low
stu_01437,class_031,85.66,68.34,98.64,94.4,84.24,62.57,14.74,18.0,1772.0,8.0,5.0,24.0,1.0,low
stu_01438,class_010,94.5,92.02,67.44,73.58,84.02,74.93,29.68,9.0,1798.0,8.0,3.0,0.0,0.0,low
stu_01439,class_020,7.18,34.68,19.64,24.31,22.28,34.58,101.33,1.0,724.0,3.0,2.0,5.0,1.0,high
stu_01440,class_026,43.06,50.58,50.09,61.3,45.47,67.28,94.81,2.0,1045.0,5.0,2.0,5.0,2.0,medium
stu_01441,class_006,55.18,59.3,64.6,67.36,54.39,47.7,50.23,2.0,1023.0,5.0,1.0,2.0,3.0,medium
stu_01442,class_030,61.96,40.39,66.0,91.51,62.8,53.16,18.72,10.0,922.0,4.0,1.0,20.0,1.0,medium
stu_01443,class_023,89.44,97.76,96.97,95.32,94.15,71.57,17.52,10.0,2127.0,9.0,5.0,9.0,1.0,low
stu_01444,class_039,81.73,83.15,75.04,65.03,78.04,91.81,11.47,10.0,1548.0,7.0,4.0,13.0,0.0,low
stu_01445,class_011,55.83,47.46,27.21,32.19,41.8,27.32,30.23,5.0,1153.0,5.0,1.0,8.0,4.0,high
stu_01446,class_020,81.58,68.28,86.17,77.74,81.33,78.98,27.36,10.0,1302.0,6.0,4.0,11.0,0.0,low
stu_01447,class_006,97.65,100.0,86.47,86.47,90.94,66.31,15.33,14.0,2147.0,9.0,5.0,15.0,0.0,low
stu_01448,class_001,71.75,88.14,34.67,42.86,66.51,78.5,32.78,5.0,1957.0,8.0,3.0,4.0,0.0,medium
stu_01449,class_013,35.63,59.61,83.44,79.81,57.57,76.63,28.44,12.0,1912.0,8.0,3.0,13.0,1.0,low
stu_01450,class_004,32.41,60.57,78.21,76.5,52.61,41.36,,10.0,1402.0,6.0,2.0,15.0,1.0,medium
stu_01451,class_002,69.38,91.81,90.18,84.26,84.07,83.66,26.76,5.0,1800.0,8.0,3.0,8.0,0.0,low
stu_01452,class_038,63.99,66.45,50.65,54.84,54.86,10.38,17.32,3.0,1328.0,6.0,3.0,0.0,1.0,medium
stu_01453,class_004,86.66,94.8,89.08,94.25,92.15,74.39,23.74,13.0,1930.0,8.0,4.0,15.0,0.0,low
stu_01454,class_036,93.91,82.41,80.5,83.79,83.46,63.36,21.38,14.0,1998.0,8.0,6.0,23.0,2.0,low
stu_01455,class_038,79.94,85.61,76.7,67.58,80.17,77.24,19.15,7.0,1531.0,7.0,3.0,9.0,0.0,low
stu_01456,class_036,24.01,37.8,39.29,41.34,33.97,36.86,104.1,0.0,1028.0,5.0,1.0,3.0,3.0,high
stu_01457,class_018,65.21,80.87,93.38,100.0,76.38,54.6,17.85,11.0,1794.0,8.0,3.0,17.0,0.0,low
stu_01458,class_026,100.0,95.1,85.72,89.35,81.73,50.46,24.04,0.0,2212.0,9.0,5.0,0.0,0.0,low
stu_01459,class_038,0.0,18.82,45.32,47.17,22.47,32.91,75.73,5.0,427.0,2.0,0.0,7.0,5.0,high
stu_01460,class_005,93.58,77.63,89.32,86.45,89.65,82.06,17.86,9.0,1837.0,8.0,4.0,17.0,1.0,low
stu_01461,class_028,69.72,2.82,40.93,36.56,43.64,49.62,64.83,5.0,288.0,2.0,1.0,6.0,3.0,high
stu_01462,class_024,95.84,67.58,100.0,100.0,88.16,71.06,31.01,8.0,1403.0,6.0,5.0,7.0,1.0,low
stu_01463,class_025,96.56,85.64,85.71,87.18,87.82,81.09,25.35,7.0,1874.0,8.0,4.0,5.0,0.0,low
stu_01464,class_018,41.4,49.96,57.75,66.13,47.82,68.93,54.8,4.0,1062.0,5.0,1.0,,0.0,medium
stu_01465,class_005,89.62,77.46,85.24,93.77,73.8,24.35,11.62,0.0,1470.0,6.0,4.0,0.0,0.0,low
stu_01466,class_039,83.86,72.75,72.06,73.45,75.47,94.13,11.44,18.0,1823.0,8.0,4.0,17.0,0.0,low
stu_01467,class_031,14.12,24.7,64.28,71.66,32.05,26.3,49.48,4.0,296.0,2.0,0.0,2.0,2.0,high
stu_01468,class_032,67.77,45.46,16.94,13.84,47.29,62.61,30.82,5.0,902.0,4.0,1.0,6.0,6.0,high
stu_01469,class_023,99.05,92.67,88.44,76.5,98.54,98.55,30.1,7.0,1976.0,8.0,5.0,6.0,0.0,low
stu_01470,class_023,45.28,41.98,0.0,,33.77,38.9,34.88,0.0,630.0,3.0,1.0,2.0,6.0,high
stu_01471,class_009,80.46,49.99,72.28,94.28,66.9,51.94,49.07,6.0,840.0,4.0,3.0,9.0,2.0,medium
stu_01472,class_032,,86.52,84.42,78.41,83.52,77.13,30.79,9.0,1780.0,8.0,4.0,8.0,1.0,low
stu_01473,class_036,12.93,47.92,76.91,87.23,48.55,84.15,43.46,18.0,1528.0,7.0,4.0,34.0,2.0,low
stu_01474,class_030,75.32,82.56,77.22,77.66,79.22,60.84,26.47,11.0,1925.0,8.0,2.0,9.0,0.0,low
stu_01475,class_011,84.84,69.42,63.68,55.28,66.85,45.23,51.32,5.0,1508.0,7.0,3.0,8.0,2.0,medium
stu_01476,class_034,94.26,82.27,73.82,68.03,87.81,85.82,48.26,11.0,1577.0,7.0,3.0,21.0,0.0,low
stu_01477,class_015,30.74,33.33,81.37,79.46,41.6,27.7,53.1,0.0,443.0,2.0,0.0,0.0,0.0,high
stu_01478,class_014,84.06,42.27,63.71,40.03,63.16,63.27,23.39,2.0,4550.0,18.0,6.0,10.0,3.0,medium
stu_01479,class_013,28.59,29.19,25.64,35.23,27.25,27.67,182.74,4.0,661.0,3.0,1.0,5.0,3.0,high
stu_01480,class_035,71.85,71.3,80.5,97.3,79.68,88.88,12.1,14.0,1564.0,7.0,4.0,17.0,0.0,low
stu_01481,class_037,66.27,45.96,26.14,25.59,50.39,68.15,51.45,1.0,931.0,4.0,1.0,4.0,4.0,medium
stu_01482,class_027,90.66,87.8,84.01,80.39,89.09,88.73,19.34,16.0,2003.0,9.0,6.0,26.0,0.0,low
stu_01483,class_012,67.4,76.59,29.31,27.32,56.8,33.82,27.84,6.0,1697.0,7.0,2.0,6.0,0.0,medium
stu_01484,class_013,27.39,39.97,25.36,30.51,29.86,26.36,35.53,0.0,734.0,3.0,1.0,1.0,1.0,high
stu_01485,class_034,88.67,68.48,37.72,36.87,66.87,100.0,21.39,17.0,1713.0,7.0,4.0,28.0,4.0,low
stu_01486,class_033,44.99,64.6,63.4,64.62,61.81,64.29,101.91,10.0,1427.0,6.0,2.0,17.0,4.0,medium
stu_01487,class_040,98.91,95.97,78.99,87.97,93.56,74.09,18.38,18.0,2154.0,9.0,4.0,28.0,0.0,low
stu_01488,class_027,26.89,44.1,32.17,30.56,28.08,21.1,19.85,0.0,824.0,4.0,1.0,0.0,0.0,medium
stu_01489,class_023,80.98,84.19,93.25,83.98,84.88,88.55,52.46,9.0,1657.0,7.0,4.0,13.0,0.0,low
stu_01490,class_031,20.46,21.1,51.55,53.92,33.68,50.5,110.72,0.0,609.0,3.0,1.0,7.0,3.0,high
stu_01491,class_037,70.73,10.43,81.5,78.29,56.63,43.8,27.24,8.0,368.0,2.0,2.0,8.0,3.0,medium
stu_01492,class_037,75.11,67.7,81.59,90.17,75.96,95.04,15.72,10.0,1405.0,6.0,4.0,,0.0,low
stu_01493,class_025,42.23,84.61,63.06,78.24,58.76,43.81,89.53,10.0,1977.0,8.0,4.0,13.0,4.0,medium
stu_01494,class_036,36.92,46.39,88.67,91.74,56.55,53.63,32.82,9.0,1137.0,5.0,1.0,7.0,2.0,medium
stu_01495,class_009,60.48,90.35,51.12,54.05,65.25,30.29,53.98,2.0,1709.0,7.0,2.0,4.0,2.0,medium
stu_01496,class_025,66.63,50.17,63.18,65.78,55.4,45.43,15.95,4.0,1003.0,5.0,1.0,9.0,4.0,medium
stu_01497,class_028,84.69,77.29,82.01,79.19,84.56,89.37,25.78,12.0,1584.0,7.0,4.0,8.0,2.0,low
stu_01498,class_021,90.19,100.0,87.04,80.73,94.06,87.91,50.21,8.0,2023.0,9.0,5.0,8.0,1.0,low
stu_01499,class_025,46.53,54.29,73.71,94.12,52.55,52.96,40.89,4.0,888.0,4.0,1.0,7.0,2.0,medium
stu_01500,class_009,36.61,51.15,60.69,57.79,43.62,34.65,36.08,1.0,,4.0,1.0,2.0,1.0,medium
stu_01501,class_033,19.92,41.36,32.06,18.41,33.26,47.24,60.13,5.0,805.0,4.0,1.0,3.0,1.0,high
stu_01502,class_015,60.42,51.24,49.48,53.52,49.91,33.05,36.92,1.0,791.0,4.0,1.0,3.0,2.0,medium
stu_01503,class_003,81.02,49.48,67.85,69.53,66.76,53.56,25.41,9.0,1122.0,5.0,2.0,0.0,1.0,medium
stu_01504,class_012,64.16,87.17,88.87,83.34,79.8,58.0,24.45,8.0,1924.0,8.0,3.0,4.0,0.0,low
stu_01505,class_023,78.39,13.59,9.58,10.53,34.49,8.23,189.12,1.0,334.0,2.0,0.0,3.0,4.0,high
stu_01506,class_026,11.2,51.7,49.51,49.9,29.88,13.64,33.83,0.0,819.0,4.0,1.0,0.0,2.0,high
stu_01507,class_034,82.47,100.0,77.48,70.14,89.79,81.24,26.31,17.0,2387.0,10.0,4.0,31.0,0.0,low
stu_01508,class_028,71.13,55.46,81.19,74.25,69.35,64.74,23.3,6.0,1158.0,5.0,3.0,5.0,3.0,medium
stu_01509,class_032,88.03,33.36,84.14,92.69,66.68,51.52,44.98,7.0,559.0,3.0,2.0,0.0,2.0,medium
stu_01510,class_025,57.25,35.03,45.47,38.84,49.78,50.85,37.53,7.0,871.0,4.0,1.0,9.0,3.0,medium
stu_01511,class_019,60.04,53.37,60.95,54.24,59.38,65.57,45.76,9.0,1245.0,5.0,1.0,13.0,3.0,medium
stu_01512,class_028,33.68,38.11,48.01,84.99,40.07,50.4,55.62,6.0,3462.0,13.0,12.0,14.0,3.0,medium
stu_01513,class_004,92.3,65.52,86.63,83.55,78.55,87.14,18.89,6.0,1365.0,6.0,5.0,7.0,0.0,low
stu_01514,class_033,54.36,67.49,41.77,44.72,54.71,37.97,48.46,9.0,1298.0,6.0,2.0,17.0,1.0,medium
stu_01515,class_024,77.03,18.84,57.52,40.95,49.36,25.83,42.68,0.0,265.0,2.0,0.0,0.0,1.0,high
stu_01516,class_037,21.09,53.57,24.61,25.94,32.51,45.87,104.36,3.0,1143.0,5.0,1.0,7.0,4.0,high
stu_01517,class_022,27.5,49.75,19.33,22.08,33.13,48.04,153.93,4.0,1023.0,5.0,1.0,8.0,3.0,high
stu_01518,class_028,0.0,27.39,10.59,5.46,13.65,24.41,37.81,5.0,811.0,4.0,1.0,7.0,2.0,high
stu_01519,class_015,85.97,89.25,94.62,93.35,82.92,73.67,22.46,15.0,1857.0,8.0,4.0,16.0,0.0,low
stu_01520,class_036,55.4,52.7,64.34,54.97,47.53,0.0,18.09,1.0,1078.0,5.0,2.0,0.0,4.0,high
stu_01521,class_034,37.0,68.79,58.62,53.72,46.34,46.52,85.41,2.0,1497.0,6.0,3.0,4.0,2.0,medium
stu_01522,class_039,79.58,83.37,76.08,71.71,83.82,82.25,16.14,6.0,1847.0,8.0,2.0,9.0,0.0,low
stu_01523,class_022,87.39,61.44,59.92,67.37,75.86,82.96,40.2,9.0,1451.0,6.0,3.0,12.0,2.0,medium
stu_01524,class_032,81.84,58.18,97.51,79.11,81.11,76.78,15.28,14.0,1373.0,6.0,4.0,23.0,0.0,low
stu_01525,class_021,84.25,77.03,52.61,53.55,69.69,60.4,38.74,1.0,1667.0,7.0,3.0,0.0,0.0,medium
stu_01526,class_033,86.24,58.67,77.81,89.29,72.7,75.59,24.44,9.0,1303.0,6.0,3.0,19.0,1.0,low
stu_01527,class_006,85.74,78.37,35.08,34.93,68.64,72.51,18.55,6.0,1309.0,6.0,4.0,9.0,4.0,low
stu_01528,class_013,79.67,,48.59,44.14,54.94,0.0,62.39,0.0,252.0,2.0,0.0,0.0,7.0,high
stu_01529,class_003,69.44,66.1,67.19,43.66,64.97,47.68,22.95,2.0,1177.0,5.0,2.0,3.0,0.0,medium
stu_01530,class_039,100.0,82.0,90.84,79.59,81.65,16.69,26.31,0.0,1722.0,7.0,5.0,0.0,2.0,low
stu_01531,class_012,18.27,20.64,79.64,84.92,38.13,68.68,61.28,2.0,256.0,2.0,1.0,6.0,4.0,high
stu_01532,class_020,54.68,50.31,25.73,22.81,40.81,16.16,60.85,2.0,1288.0,6.0,1.0,2.0,3.0,medium
stu_01533,class_002,27.52,63.35,79.23,80.06,57.39,77.03,14.31,9.0,1806.0,8.0,3.0,7.0,2.0,low
stu_01534,class_012,90.44,88.8,94.16,93.74,91.44,98.47,16.25,8.0,1740.0,7.0,4.0,8.0,1.0,low
stu_01535,class_009,39.6,43.91,10.64,11.87,29.31,20.71,100.31,2.0,1017.0,5.0,1.0,3.0,1.0,high
stu_01536,class_040,35.78,66.74,78.67,83.42,59.93,71.22,124.62,6.0,1085.0,5.0,2.0,12.0,3.0,medium
stu_01537,class_024,100.0,99.51,83.01,86.2,86.14,73.46,18.56,6.0,2042.0,9.0,5.0,9.0,0.0,low
stu_01538,class_040,76.47,71.6,50.11,54.51,69.6,71.01,54.22,7.0,1466.0,6.0,2.0,5.0,2.0,medium
stu_01539,class_020,50.9,19.83,49.02,45.99,35.38,15.58,21.63,0.0,222.0,1.0,0.0,0.0,5.0,high
stu_01540,class_028,88.88,87.08,82.38,87.36,86.05,100.0,22.01,11.0,1873.0,8.0,4.0,0.0,0.0,low
stu_01541,class_040,63.54,100.0,79.28,77.74,82.17,88.36,30.08,17.0,2144.0,9.0,3.0,19.0,0.0,low
stu_01542,class_026,80.02,81.92,48.86,42.01,68.7,30.67,24.72,7.0,1601.0,7.0,3.0,7.0,3.0,medium
stu_01543,class_015,86.92,73.76,87.56,90.72,91.37,75.38,47.91,14.0,1827.0,8.0,4.0,8.0,0.0,low
stu_01544,class_002,89.1,78.51,76.83,91.19,78.46,58.3,20.76,10.0,1842.0,8.0,4.0,,0.0,low
stu_01545,class_017,76.32,37.34,39.37,41.76,52.99,56.6,60.7,9.0,777.0,4.0,2.0,9.0,2.0,medium
stu_01546,class_029,36.11,65.86,18.45,15.07,39.82,47.06,104.93,2.0,1397.0,6.0,3.0,1.0,2.0,high
stu_01547,class_016,72.11,82.19,78.01,67.27,79.56,95.81,24.31,11.0,1603.0,7.0,3.0,20.0,0.0,low
stu_01548,class_021,88.08,66.88,72.82,59.5,75.06,82.85,21.36,5.0,1385.0,6.0,3.0,0.0,1.0,low
stu_01549,class_002,91.65,88.78,69.64,52.5,78.9,74.85,35.69,12.0,1820.0,8.0,3.0,13.0,2.0,low
stu_01550,class_028,85.42,86.44,64.89,65.92,77.41,53.71,14.54,7.0,1816.0,8.0,4.0,7.0,2.0,medium
stu_01551,class_034,88.11,56.64,86.29,92.65,75.78,74.92,23.03,8.0,1109.0,5.0,3.0,14.0,0.0,low
stu_01552,class_024,61.26,41.97,55.71,48.14,59.64,48.79,44.97,10.0,1096.0,5.0,1.0,16.0,4.0,medium
stu_01553,class_025,87.5,62.97,43.81,42.34,68.2,55.02,77.62,9.0,1320.0,6.0,4.0,11.0,6.0,medium
stu_01554,class_025,73.7,92.79,91.08,87.64,85.33,71.33,13.3,14.0,2036.0,9.0,4.0,14.0,0.0,low
stu_01555,class_027,72.39,76.14,86.97,90.66,74.86,78.6,10.21,5.0,1420.0,6.0,4.0,4.0,1.0,low
stu_01556,class_015,36.36,55.95,87.98,88.92,55.26,50.59,67.16,0.0,960.0,4.0,2.0,0.0,1.0,high
stu_01557,class_013,62.72,21.85,43.05,49.03,47.06,32.61,76.42,8.0,725.0,3.0,1.0,12.0,0.0,medium
stu_01558,class_033,91.23,87.67,85.09,86.81,85.21,,25.27,15.0,1976.0,8.0,5.0,12.0,0.0,low
stu_01559,class_026,91.44,72.54,83.17,84.28,83.57,70.51,24.86,17.0,1919.0,8.0,5.0,27.0,1.0,low
stu_01560,class_002,44.27,5.56,41.93,35.56,28.51,0.0,36.59,5.0,41.0,1.0,0.0,9.0,5.0,high
stu_01561,class_024,76.41,98.85,79.76,82.94,87.8,90.96,21.23,10.0,2094.0,9.0,3.0,13.0,0.0,low
stu_01562,class_008,28.66,0.0,25.77,16.41,21.59,24.3,107.67,0.0,134.0,1.0,0.0,1.0,2.0,high
stu_01563,class_020,45.99,30.91,58.77,58.0,48.27,36.46,124.13,2.0,855.0,4.0,1.0,4.0,0.0,high
stu_01564,class_032,85.33,87.15,86.78,92.18,85.53,72.14,16.22,11.0,2109.0,9.0,5.0,15.0,0.0,low
stu_01565,class_037,82.29,51.7,48.57,34.35,67.15,79.57,40.06,8.0,1101.0,5.0,2.0,14.0,1.0,medium
stu_01566,class_040,42.19,72.54,44.91,50.15,47.06,22.68,38.02,2.0,0.0,7.0,2.0,1.0,2.0,high
stu_01567,class_031,47.84,50.99,78.83,92.65,54.96,27.57,29.51,0.0,1192.0,5.0,1.0,0.0,3.0,medium
stu_01568,class_036,26.48,55.92,97.29,82.72,63.43,76.12,23.12,14.0,2139.0,9.0,5.0,20.0,1.0,low
stu_01569,class_007,87.85,70.15,39.25,39.46,69.93,61.69,13.14,17.0,2065.0,9.0,5.0,27.0,7.0,low
stu_01570,class_003,84.36,71.76,89.0,77.59,77.96,71.78,16.06,16.0,1705.0,7.0,5.0,17.0,0.0,low
stu_01571,class_011,44.76,37.59,77.32,85.37,54.63,61.21,31.32,6.0,1042.0,5.0,1.0,13.0,0.0,medium
stu_01572,class_011,42.04,48.43,34.21,35.07,36.91,9.99,36.84,0.0,1074.0,5.0,2.0,0.0,1.0,high
stu_01573,class_013,20.55,57.48,71.94,86.17,51.85,81.36,23.96,6.0,1485.0,6.0,5.0,9.0,2.0,low
stu_01574,class_022,83.85,68.33,45.46,66.11,63.04,58.8,38.98,1.0,1352.0,6.0,0.0,0.0,4.0,medium
stu_01575,class_022,41.34,38.44,86.66,93.78,53.1,29.48,24.94,10.0,1277.0,6.0,2.0,15.0,0.0,medium
stu_01576,class_034,16.98,59.74,39.29,48.47,30.94,7.73,131.2,0.0,1018.0,5.0,1.0,4.0,2.0,high
stu_01577,class_035,69.28,98.92,80.59,76.44,83.02,100.0,17.55,5.0,2039.0,,4.0,11.0,1.0,low
stu_01578,class_015,59.92,99.06,61.86,64.95,70.93,78.98,32.35,5.0,1762.0,8.0,2.0,6.0,1.0,medium
stu_01579,class_030,10.01,26.89,46.62,41.29,23.85,14.5,35.07,3.0,444.0,2.0,0.0,4.0,7.0,high
stu_01580,class_011,84.62,80.12,91.17,100.0,82.68,79.83,20.8,16.0,1891.0,8.0,4.0,32.0,0.0,low
stu_01581,class_034,91.86,81.94,71.26,73.67,82.26,80.17,16.01,17.0,1877.0,8.0,3.0,12.0,2.0,low
stu_01582,class_021,100.0,88.52,100.0,88.75,100.0,98.21,17.27,16.0,1988.0,8.0,5.0,17.0,0.0,low
stu_01583,class_036,41.26,82.16,38.95,33.85,45.76,17.33,14.86,0.0,1466.0,6.0,3.0,0.0,0.0,medium
stu_01584,class_040,89.57,62.39,82.98,74.69,77.62,80.85,38.29,11.0,1506.0,7.0,5.0,9.0,1.0,low
stu_01585,class_034,28.03,22.71,60.32,54.52,33.71,47.51,33.49,3.0,495.0,2.0,0.0,7.0,5.0,high
stu_01586,class_013,61.0,40.44,51.93,44.2,52.28,75.87,28.08,4.0,921.0,4.0,1.0,6.0,3.0,medium
stu_01587,class_020,67.8,53.53,26.16,61.36,53.73,66.54,54.21,10.0,3162.0,12.0,10.0,27.0,5.0,medium
stu_01588,class_015,64.26,41.38,14.4,15.67,40.72,29.76,56.47,3.0,769.0,4.0,2.0,2.0,4.0,high
stu_01589,class_025,94.2,78.9,64.51,65.4,82.31,68.63,19.57,0.0,2053.0,9.0,4.0,25.0,0.0,low
stu_01590,class_021,87.32,47.31,53.8,57.84,67.28,100.0,35.01,2.0,967.0,4.0,3.0,0.0,4.0,medium
stu_01591,class_032,92.26,67.2,87.37,84.67,84.36,76.11,,18.0,1769.0,8.0,4.0,13.0,0.0,low
stu_01592,class_008,100.0,48.81,38.58,52.73,63.34,35.05,33.37,8.0,1109.0,5.0,2.0,4.0,1.0,medium
stu_01593,class_015,24.75,31.87,59.36,62.2,32.49,15.53,31.4,3.0,858.0,4.0,1.0,4.0,6.0,high
stu_01594,class_023,34.22,45.49,33.55,30.65,40.55,41.75,34.66,5.0,1020.0,5.0,1.0,7.0,6.0,high
stu_01595,class_036,83.08,43.85,54.18,55.35,66.67,87.35,29.1,3.0,791.0,4.0,2.0,5.0,1.0,medium
stu_01596,class_015,73.66,62.3,74.5,75.1,68.76,80.86,17.94,8.0,1480.0,6.0,2.0,8.0,1.0,low
stu_01597,class_024,64.41,53.94,28.77,40.05,55.81,59.67,16.77,8.0,1079.0,5.0,1.0,5.0,3.0,medium
stu_01598,class_027,100.0,95.11,86.24,86.46,93.57,100.0,41.23,7.0,1765.0,8.0,5.0,16.0,0.0,low
stu_01599,class_039,86.83,67.66,87.72,93.54,80.57,78.78,16.71,5.0,1371.0,6.0,4.0,8.0,0.0,low
stu_01600,class_027,46.94,11.0,50.11,24.73,30.43,7.75,21.65,3.0,611.0,3.0,0.0,2.0,,high
stu_01601,class_039,97.0,83.08,85.54,85.09,90.58,65.37,24.47,18.0,2246.0,9.0,5.0,34.0,1.0,low
stu_01602,class_032,97.48,80.95,79.84,83.92,87.11,74.0,18.62,13.0,1897.0,8.0,3.0,8.0,0.0,low
stu_01603,class_023,49.59,27.47,63.71,60.55,45.08,42.71,66.35,5.0,545.0,3.0,0.0,5.0,5.0,high
stu_01604,class_011,100.0,71.65,83.65,94.7,77.68,55.44,38.03,8.0,1443.0,6.0,5.0,8.0,0.0,low
stu_01605,class_009,51.59,56.64,41.53,24.49,47.44,18.08,98.59,4.0,,5.0,1.0,8.0,4.0,medium
stu_01606,class_010,90.3,99.97,47.66,61.54,72.88,56.17,20.45,3.0,4976.0,19.0,12.0,16.0,5.0,medium
stu_01607,class_031,90.5,70.8,93.09,88.48,86.19,60.05,22.29,14.0,1766.0,8.0,5.0,23.0,0.0,low
stu_01608,class_005,74.75,14.24,39.08,45.15,45.14,30.69,58.99,1.0,310.0,2.0,0.0,0.0,7.0,high
stu_01609,class_035,91.62,48.65,25.29,28.22,57.88,70.43,33.65,2.0,1335.0,6.0,2.0,3.0,3.0,medium
stu_01610,class_034,38.59,44.28,51.47,58.66,38.66,38.83,106.93,3.0,974.0,4.0,1.0,3.0,3.0,high
stu_01611,class_016,73.52,50.44,83.41,88.52,70.02,69.87,8.69,4.0,1060.0,5.0,3.0,6.0,5.0,medium
stu_01612,class_012,87.35,69.38,78.38,75.18,82.79,83.64,26.71,14.0,1583.0,7.0,4.0,16.0,1.0,low
stu_01613,class_015,50.05,83.82,62.03,79.93,60.33,50.57,79.86,2.0,1625.0,7.0,2.0,0.0,0.0,medium
stu_01614,class_010,87.24,55.82,43.43,44.89,69.25,73.62,22.28,15.0,1912.0,8.0,5.0,7.0,6.0,low
stu_01615,class_026,48.63,92.33,63.87,58.12,67.79,42.23,32.02,10.0,1933.0,8.0,2.0,15.0,0.0,medium
stu_01616,class_018,65.1,62.46,68.81,63.71,59.15,9.61,38.43,5.0,1354.0,6.0,3.0,5.0,1.0,medium
stu_01617,class_020,58.47,100.0,71.71,78.39,70.27,13.19,26.13,9.0,1867.0,8.0,2.0,9.0,1.0,medium
stu_01618,class_015,90.41,90.09,46.88,37.26,75.81,70.0,34.12,5.0,1772.0,8.0,4.0,7.0,2.0,medium
stu_01619,class_001,72.82,82.4,77.85,73.08,77.9,65.93,20.1,13.0,2116.0,9.0,4.0,18.0,0.0,low
stu_01620,class_023,85.65,72.3,49.71,47.68,66.7,61.58,19.35,12.0,1777.0,8.0,5.0,18.0,3.0,low
stu_01621,class_024,94.25,72.98,80.74,83.78,85.0,93.0,29.08,16.0,1640.0,7.0,4.0,27.0,0.0,low
